DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES
USA;BOG;632;3200;12725888
USA;BOG;3148;24802;98634381
USA;BOG;9531;52420;208467941
USA;BOG;3008;18045;71762078
USA;BOG;82711;454909;1809100864
USA;BOG;78;1653;6542194
USA;BOG;23000;2426;9849924
USA;BOG;5238;10227;40474214
USA;BOG;1082597;195025;789146750
USA;BOG;486744;49157;198459212
USA;BOG;191480;67591;270910202
USA;BOG;665650;67874;273184039
USA;BOG;1138115;219307;879660969
USA;BOG;59203;181312;733457291
USA;BOG;39888;17146;69612398
USA;BOG;364896;124013;498404668
USA;BOG;6650;1036;4224391
USA;BOG;8830;2027;8020619
USA;BOG;85692;94702;379953504
USA;BOG;356778;113245;454168748
USA;BOG;12840;7942;31433718
USA;BOG;12630;1584;6267920
USA;BOG;4456;2155;8532214
USA;BOG;58812;69216;277941420
USA;BOG;9932;30204;123195193
USA;BOG;2;3102;12278506
USA;BOG;5225;540;2185439
USA;BOG;14370;4314;17174179
USA;BOG;670;147;597993
USA;BOG;25951373;5927831;24075054302
USA;BOG;11967802;1848314;7468344764
USA;BOG;16373621;2758463;11135858878
USA;BOG;2083499;915083;3716297908
USA;BOG;554046;584141;2386057392
USA;BOG;248844;491685;2006002670
USA;BOG;681263;145018;584392586
USA;BOG;8944;13362;54423995
USA;BOG;13153712;1937636;7830623379
USA;BOG;826669;174009;711988150
USA;BOG;7799521;12841576;51914323701
USA;BOG;1838;9266;37250817
USA;BOG;676;7662;31354573
USA;BOG;10;166;677362
USA;BOG;3;89;364545
USA;BOG;41;762;3116882
USA;BOG;1699;12740;51707991
USA;BOG;18731;181555;738225935
USA;BOG;1111;9719;39428954
USA;BOG;4810350;366339;1478981803
USA;BOG;3920;3329;13233870
USA;BOG;3053563;1472989;5965995058
USA;BOG;145498;18527;74604800
USA;BOG;541159;74748;299889829
USA;BOG;6074;914;3694969
USA;BOG;45232;12094;47900106
USA;BOG;98168;57051;232568370
USA;BOG;70601;29728;122017305
USA;BOG;2144;518;2117603
USA;BOG;415013;86550;353256381
USA;BOG;80358;20173;81841721
USA;BOG;1691;956;3830832
USA;BOG;2106074;2487970;9957726963
USA;BOG;21321;137167;556265850
USA;BOG;3;5;21236
USA;BOG;10314;69164;278476037
USA;BOG;290;850;3479463
USA;BOG;11254;57572;233374684
USA;BOG;8153;37674;152097096
USA;BOG;1042;10028;40748002
USA;BOG;29082;142458;573351419
USA;BOG;10559;49175;197884457
USA;BOG;167830;576332;2322345683
USA;BOG;87;1736;6937262
USA;BOG;1;17;69447
USA;BOG;2;87;356442
USA;BOG;80;6423;25927704
USA;BOG;39931;14886;60740194
USA;BOG;334;5054;20556491
USA;BOG;632;27484;108933172
USA;BOG;54;29;118615
USA;BOG;44;1000;3976840
USA;BOG;11225;38594;158788143
USA;BOG;11418;1323;5368549
USA;BOG;108;998;4106061
USA;BOG;15688;10208;41446336
USA;BOG;1044;1964;7973323
USA;BOG;4874;17748;70551885
USA;BOG;5107;12667;51138480
USA;BOG;345;3834;15248000
USA;BOG;3;95;378993
USA;BOG;11;336;1335304
USA;BOG;43;265;1052351
USA;BOG;465;3416;13906107
USA;BOG;7670;74272;302618861
USA;BOG;894;8266;33532962
USA;BOG;310;1238;5067941
USA;BOG;133;771;3120323
USA;BOG;324;1070;4378220
USA;BOG;6938;20289;82897832
USA;BOG;4194;218;867841
USA;BOG;9;134;533368
USA;BOG;36;96;395300
USA;BOG;2350;42;167467
USA;BOG;3483;979;3933605
USA;BOG;20;5;21015
USA;BOG;1878;15484;62443388
USA;BOG;2878;32931;132635029
USA;BOG;165720;77167;309056503
USA;BOG;4738;791;3167442
USA;BOG;123137;625339;2512456663
USA;BOG;458678;3732381;15008655956
USA;BOG;1114;10491;42934435
USA;BOG;33475;227493;923525889
USA;BOG;156494;1159053;4702012364
USA;BOG;30656;13240;53568740
USA;BOG;54499;20769;83144565
USA;BOG;15762;5000;20025300
USA;BOG;35128;13363;54033895
USA;BOG;59119;12901;52694448
USA;BOG;8580;5292;21418116
USA;BOG;316;2312;9401123
USA;BOG;1703;7574;31161468
USA;BOG;161;3886;15455313
USA;BOG;116;636;2585842
USA;BOG;348;2208;8975557
USA;BOG;92;1620;6585929
USA;BOG;545;8720;34511754
USA;BOG;9;466;1886844
USA;BOG;64;783;3170344
USA;BOG;2860;11926;47407718
USA;BOG;5534;41691;169399933
USA;BOG;151;2340;9303698
USA;BOG;5871;91000;362114610
USA;BOG;461;6131;24774047
USA;BOG;236;2634;10636212
USA;BOG;655;8488;34239149
USA;BOG;3206;44015;177678349
USA;BOG;20299;16920168;67980916545
USA;BOG;1234;17984;73478372
USA;BOG;608;9350;38140071
USA;BOG;1310;7860;31288066
USA;BOG;360;1549;6131536
USA;BOG;2092;6131;24265167
USA;BOG;29647;92122;365373266
USA;BOG;177;241;973918
USA;BOG;213;3267;13367841
USA;BOG;2563;16056;65669287
USA;BOG;20275;67660;274259893
USA;BOG;8873;26971;106745015
USA;BOG;51;159;633325
USA;BOG;44091;124335;501458589
USA;BOG;523101;50964;205112959
USA;BOG;144000;15837;64050964
USA;BOG;314001;27120;109687233
USA;BOG;17372;100746;406193919
USA;BOG;372;1242;5028453
USA;BOG;384;5640;22354535
USA;BOG;2834;59030;233971519
USA;BOG;3728671;48797;196468172
USA;BOG;179;7897;31711112
USA;BOG;502;1680;6659194
USA;BOG;2193;46738;186747618
USA;BOG;972;28183;112688161
EST;BOG;4550;3199;12976528
EST;BOG;22950;17740;71237462
EST;BOG;15600;2652;10782475
EST;BOG;4458;13505;55265280
EST;BOG;30550;5543;22043624
EST;BOG;44700;6167;24899289
EST;BOG;8320;1681;6785709
EST;BOG;1015;899;3630443
EST;BOG;26800;4288;17354008
ETH;BOG;21120;2323;9234929
PHL;BOG;31;25080;99835204
PHL;BOG;2072;532;2162336
FIN;BOG;1392;4203;16969117
FIN;BOG;33600;5000;20184658
FIN;BOG;27600;4107;16580255
FIN;BOG;214390;33300;134699835
FIN;BOG;1996;5788;23501772
FIN;BOG;16125;2499;10090472
FIN;BOG;12000;1860;7509173
FRA;BOG;870;1659;6710166
FRA;BOG;34170;18265;73794820
FRA;BOG;11090;6081;24954013
FRA;BOG;9310;5007;20489478
FRA;BOG;1520;8043;32472774
FRA;BOG;5090;3307;13257761
FRA;BOG;2670;1457;5768133
FRA;BOG;39500;12405;49129710
FRA;BOG;47480;5168;20453755
FRA;BOG;31192;9361;37934090
FRA;BOG;81600;9792;39725556
FRA;BOG;30400;3648;14832002
FRA;BOG;30366;31556;125492368
FRA;BOG;9;168;668753
FRA;BOG;31464;23064;91810173
FRA;BOG;0;41;169181
FRA;BOG;3;1435;5782988
FRA;BOG;3;321;1275748
FRA;BOG;4680;45000;182706750
FRA;BOG;7143;25247;101516911
FRA;BOG;909;3075;12360159
FRA;BOG;1;755;3088072
FRA;BOG;28980;4651;18520005
FRA;BOG;13950;2310;9186500
FRA;BOG;10650;1622;6483523
FRA;BOG;35960;5257;20973256
FRA;BOG;2243;15127;61677804
FRA;BOG;3680;478;1916021
FRA;BOG;5392;46558;189034088
FRA;BOG;472;3686;14963683
FRA;BOG;8850;1544;6138253
FRA;BOG;562;1970;7996465
FRA;BOG;1602;13923;56529468
FRA;BOG;548;5624;23013627
FRA;BOG;44;1122;4590612
FRA;BOG;1689;1400873;5640310082
GAB;BOG;73;2557;10324266
GEO;BOG;7370;4666;19094812
GRD;BOG;1295;684;2718564
GRC;BOG;6900;242;994156
GLP;BOG;8316;1295;5159255
GLP;BOG;11450;8402;33844321
GLP;BOG;3900;2700;10849568
GLP;BOG;5850;831;3419651
GLP;BOG;6050;901;3710900
GLP;BOG;6860;1653;6805794
GLP;BOG;1590;1507;6205018
GLP;BOG;2650;758;3119964
GLP;BOG;11575;9260;37476239
GLP;BOG;2210;774;3130440
GLP;BOG;2300;897;3630258
GLP;BOG;10066;7850;31771716
GLP;BOG;1620;991;3955737
GLP;BOG;1882;1221;4921636
GLP;BOG;96;1285;5178099
GLP;BOG;8175;4922;19577953
GLP;BOG;6874;5362;21313320
GLP;BOG;860;539;2166713
GUM;BOG;3360;1002;4022441
GUM;BOG;855;865;3490312
GUM;BOG;387;172;683437
GTM;BOG;1452;21691;86872955
GTM;BOG;293;3682;15015010
GTM;BOG;8875;123127;490033810
GTM;BOG;792;71902;295992701
GTM;BOG;173500;28769;115504160
GTM;BOG;546;34141;138082200
GTM;BOG;7;518;2118722
GTM;BOG;80;4683;18906363
GTM;BOG;24;264;1065818
GTM;BOG;624;25407;101938444
GTM;BOG;1794;97141;392434102
GTM;BOG;380;10564;42648956
GTM;BOG;70;5067;20859585
GTM;BOG;19;420;1695660
GTM;BOG;5;478;1928162
GTM;BOG;143580;10188;41206508
GTM;BOG;2328;4551;18585864
GTM;BOG;16;4;13913
GTM;BOG;1968;6437;25597448
GTM;BOG;1084;4876;19836878
GTM;BOG;1849;4579;18565624
GTM;BOG;309;1118;4536733
GTM;BOG;1064;2773;11234556
GTM;BOG;433;1219;4938874
GTM;BOG;3458;8866;35879506
GTM;BOG;113;1696;6768529
GTM;BOG;1304;6460;26064527
GTM;BOG;1030;2774;11247779
GTM;BOG;2128;30324;123117156
GTM;BOG;22359;364749;1469607103
GTM;BOG;925;10295;41048458
GTM;BOG;562;5436;21935269
GTM;BOG;3862;35129;140102330
GTM;BOG;2418;21734;87836876
GTM;BOG;134;11967;47839839
GTM;BOG;256;1357;5585389
GTM;BOG;3940;22088;89932914
GTM;BOG;355;9765;39616425
GTM;BOG;191;2992;12200720
GTM;BOG;3;420;1712525
GTM;BOG;467;8402;33524811
GTM;BOG;97;2342;9313282
GTM;BOG;488;11722;46618030
GTM;BOG;840;24359;97558456
GTM;BOG;294;13519;53938445
GTM;BOG;151;3638;14465994
GTM;BOG;365;7919;32073104
GTM;BOG;39;939;3734253
GTM;BOG;1098;4400;17491509
GTM;BOG;352;4776;19055356
GTM;BOG;59;861;3435255
GTM;BOG;1134;24957;102130643
GTM;BOG;9;128;511344
GTM;BOG;3804;18250;72816929
GTM;BOG;1981;35679;145901515
GTM;BOG;344;2030;8305793
GTM;BOG;751;9112;36996209
GTM;BOG;228;6465;26249032
GTM;BOG;419;6986;27808881
GTM;BOG;33;15615;62098357
GTM;BOG;28;6621;26329862
GTM;BOG;993;22080;87808627
GTM;BOG;45;3809;15147784
GTM;BOG;185;11417;45403582
GTM;BOG;81;5942;23970631
GTM;BOG;5;11;45282
GTM;BOG;944;18489;75214371
GTM;BOG;1806;61612;249955660
GTM;BOG;216;587;2351411
GTM;BOG;5914;14736;59572733
GTM;BOG;188;739;2974996
GTM;BOG;3054;9322;37571684
GTM;BOG;100;290;1157310
GTM;BOG;138;399;1590051
GTM;BOG;238;753;3003961
GTM;BOG;1668;5319;21496736
GTM;BOG;22;71;281646
GTM;BOG;2539;8687;34574619
GTM;BOG;247;817;3281727
GTM;BOG;267;557;2250575
GTM;BOG;875;4151;16732894
GTM;BOG;191;3353;13399624
GTM;BOG;53;661;2678454
GTM;BOG;78;970;3944073
GTM;BOG;429;5892;23588357
GTM;BOG;1966;24063;96323870
GTM;BOG;234;16903;69171958
GTM;BOG;1149;11679;47795959
GTM;BOG;50400;8357;33221099
GTM;BOG;321;495;1968822
GTM;BOG;1408;2555;10277287
GTM;BOG;43;534;2124487
GTM;BOG;1094;4208;16734423
GTM;BOG;7;355;1462419
GTM;BOG;114;8823;36320591
GTM;BOG;2;475;1956204
GTM;BOG;1;29;114705
GTM;BOG;0;13;50904
GTM;BOG;279;1901;7566458
GTM;BOG;45000;3352;13533266
GTM;BOG;90000;1848;7459516
GTM;BOG;442000;21069;86683976
GTM;BOG;1088;11029;44340198
GTM;BOG;1;43;171697
GTM;BOG;10500;3177;12725918
GTM;BOG;1;67;266657
GTM;BOG;440;1068;4312553
GTM;BOG;296;678;2770950
GTM;BOG;2;94;376556
GTM;BOG;1;27;109739
GTM;BOG;175;341;1367944
GTM;BOG;3011;8492;34524778
GTM;BOG;200;1216;4949407
GTM;BOG;161;146;582417
GTM;BOG;141;321;1276340
GTM;BOG;71;175;703315
GTM;BOG;1475;6109;24508749
GTM;BOG;34;392;1559974
GTM;BOG;18;222;906492
GTM;BOG;9;62;247052
GTM;BOG;35;276;1120499
GTM;BOG;8;68;270902
GTM;BOG;3969;44513;180193085
GTM;BOG;603;7954;32462648
GTM;BOG;3314;25086;101736241
GTM;BOG;1128;8630;34821608
GTM;BOG;707;2450;9912604
GTM;BOG;845;692;2782881
GTM;BOG;565;38711;155752154
GTM;BOG;966;18096;72816704
GTM;BOG;1095;20617;82921599
GTM;BOG;2927;54639;221056856
GTM;BOG;546;7285;29449670
GTM;BOG;317;6123;24999734
GTM;BOG;451;5586;22596274
GTM;BOG;7;367;1469897
GTM;BOG;3;141;578246
GTM;BOG;3743;12655;51183840
GTM;BOG;6589;9178;37121847
GTM;BOG;107;1110;4544000
GTM;BOG;1005;1023;4129726
GTM;BOG;490;11584;46767495
GTM;BOG;3;48;199243
GTM;BOG;1;4841;19739213
GTM;BOG;2309;135345;538081269
GTM;BOG;732;47171;186691573
GTM;BOG;13082;126781;506867576
GTM;BOG;1445;62232;249109600
GTM;BOG;1149;35318;141074440
GTM;BOG;157;1722;6904114
GTM;BOG;620;18487;73966852
GTM;BOG;5761;71156;284292955
GTM;BOG;292;995;4004383
GTM;BOG;200;1524;6047461
GTM;BOG;240;1302;5191915
GTM;BOG;88;310;1234013
GTM;BOG;10;1200;4840112
GTM;BOG;54;1125;4536486
GTM;BOG;1130;22399;89529593
GTM;BOG;371;17017;68292191
GTM;BOG;16;331;1336489
GTM;BOG;199;21879;87060364
GTM;BOG;3;55;220529
GTM;BOG;41;864;3484624
GTM;BOG;401;5362;21390311
GTM;BOG;13;273;1103212
GTM;BOG;2776;44732;178640122
GTM;BOG;251;698;2776829
GTM;BOG;855;10097;40173437
GTM;BOG;1125;5505;21977975
GTM;BOG;12;242;975662
GTM;BOG;15;61;243661
GTM;BOG;1470;6540;26049086
GTM;BOG;1;243;969902
GTM;BOG;449;12254;49471726
GTM;BOG;1467;24008;96923243
GTM;BOG;840;9921;39879362
GTM;BOG;81;3532;14400173
GTM;BOG;3;114;463075
GTM;BOG;3;31;128317
GTM;BOG;66;2029;8272718
GTM;BOG;37;1522;6204804
GTM;BOG;74;253;1031307
GTM;BOG;6316;94740;377128676
GTM;BOG;257;45985;185649415
GTM;BOG;1083;10345;41139575
GTM;BOG;753;9394;37622092
GTM;BOG;7;219;875466
GTM;BOG;1;23;93839
GTM;BOG;33;304;1218540
GTM;BOG;29;852;3412952
GTM;BOG;116;2637;10562264
GTM;BOG;15;95;379399
GTM;BOG;204000;26499;109086342
GTM;BOG;175;1942;7832084
GTM;BOG;131;7726;31164160
GTM;BOG;3;90;359254
GTM;BOG;11;361;1447709
GTM;BOG;22;596;2387416
GTM;BOG;33;699;2799937
GTM;BOG;727;31986;130423035
GTM;BOG;50;14;55667
GTM;BOG;8438;129369;528494619
GTM;BOG;6200;580;2308789
GTM;BOG;1097;100;410706
GTM;BOG;2057;40286;160140476
GTM;BOG;643;9630;38280117
GTM;BOG;4300;4081;16799804
GTM;BOG;425;353601;1415302216
GTM;CTG;2789;23242;92518254
HTI;BOG;303;7159;29066614
HTI;BOG;503;10970;43769093
HTI;BOG;8;7195;29048914
HND;BOG;388;695;2843351
HND;BOG;69;4052;16476370
HND;BOG;337;147300;596644079
HND;BOG;840;38550;156518782
HND;BOG;20;3;11459
HND;BOG;919;18326;72902592
HND;BOG;10;7532;30556872
HND;BOG;11;247;982006
HND;BOG;6;80;318882
HND;BOG;55;442;1756990
HND;BOG;276;505;2005989
HND;BOG;345;7222;29033268
HND;BOG;652;9095;36977344
HND;BOG;247;3453;14039173
HND;BOG;413;48694;196586365
HND;BOG;80;5844;23914267
HND;BOG;28;39;155545
HND;BOG;1176;23369;93687461
HND;BOG;224;3319;13401666
HND;BOG;1838;4495;18327481
HND;BOG;5;82;333127
HND;BOG;109;856;3490493
HND;BOG;138;252;1029024
HND;BOG;47;5124;20834084
HND;BOG;426;12490;49504989
HND;BOG;438;9732;39291386
HND;BOG;2;36;147182
HND;BOG;212;6298;25045144
HND;BOG;547;12595;50066259
HND;BOG;49;40809;162846844
HND;BOG;478;2629;10613773
HKG;BOG;6360;5093;20585030
HKG;BOG;72;703503;2896821338
HKG;BOG;1486;12677;50392176
HKG;BOG;17549;34410;139040089
HKG;BOG;36854;12584;50879984
HKG;BOG;2624;15658;63846594
HKG;BOG;23;11336;45229672
HKG;BOG;778;893137;3558583841
HKG;BOG;12700;2556;10522004
HKG;BOG;2509;10478;41806466
HKG;BOG;13425;12717;51852886
HKG;BOG;576;1854;7370970
HKG;BOG;158;251847;1015907984
HKG;BOG;1;130720;534949378
HKG;BOG;1;122360;495204380
HKG;BOG;527;100000;397509000
HKG;BOG;29;262814;1081897484
HKG;BOG;0;71889;286166386
HKG;BOG;293;2389;9501067
HKG;BOG;5140;1132;4606485
HKG;BOG;236;28272;114948015
HUN;BOG;12640;3534;14008842
HUN;BOG;7570;2638;10797613
HUN;BOG;24950;4132;16666334
HUN;BOG;78;6917;28202837
HUN;BOG;14750;2802;11539882
HUN;BOG;3250;1120;4432702
HUN;BOG;34650;5890;23425576
HUN;BOG;61200;10566;42426802
HUN;BOG;11250;1800;7155162
HUN;BOG;12300;3380;13742086
HUN;BOG;10150;1517;6166665
HUN;BOG;54600;8104;32947211
HUN;BOG;25938;7802;30999162
HUN;BOG;24500;4059;16436393
HUN;BOG;54000;7020;28115521
HUN;BOG;10600;4590;18245663
HUN;BOG;39200;7056;28048235
HUN;BOG;65950;10451;42209703
HUN;BOG;257590;42274;170210309
HUN;BOG;8100;1102;4458296
HUN;BOG;23850;3578;14478536
IND;BOG;5750;4955;19639489
IND;BOG;2775;1301;5179847
IND;BOG;1346;11505;47361491
IND;BOG;6;472;1913375
IDN;BOG;8800;1753;7217206
IDN;BOG;7074;15802;63677654
IDN;BOG;2820;378;1535503
IRL;BOG;1155;1090;4314959
IRL;BOG;5920;1715;6817279
IRL;BOG;3097;681;2709580
IRL;BOG;856;154;612752
IRL;BOG;1104;1943;7998699
ISR;BOG;1548;46940;189847398
ISR;BOG;282200;122661;504946075
ISR;BOG;326620;97535;401511606
ISR;BOG;2384;2306234;9333582684
ISR;BOG;7240;1130;4556614
ISR;BOG;59100;9270;37394613
ISR;BOG;5440;1638;6537036
ISR;BOG;27320;4122;16731365
ISR;BOG;287500;44832;181993119
ISR;BOG;127880;19697;78070042
ITA;BOG;16620;8282;33636744
ITA;BOG;66240;34058;137748488
ITA;BOG;5990;3571;14515365
ITA;BOG;19138;11089;44767996
ITA;BOG;1830;1076;4365267
ITA;BOG;3720;2310;9265576
ITA;BOG;19940;10787;43394308
ITA;BOG;14565;7174;29178182
ITA;BOG;32000;32;126649
ITA;BOG;7;4;16227
ITA;BOG;3056;2979;12094781
ITA;BOG;26582;1584;6521090
ITA;BOG;23;316;1302077
ITA;BOG;25100;9742;39298580
ITA;BOG;14780;2004;8143917
ITA;BOG;4350;652;2686075
ITA;BOG;16890;2968;11761593
ITA;BOG;7300;2732;11022440
ITA;BOG;149500;29420;121110078
ITA;BOG;14550;5730;23592419
ITA;BOG;13500;2565;10458634
ITA;BOG;207700;36521;145174262
ITA;BOG;162965;30183;123197372
ITA;BOG;55724;16114;64344682
ITA;BOG;22;725;2986257
ITA;BOG;32075;13130;52264430
ITA;BOG;5040;1656;6563672
ITA;BOG;81550;14385;58074978
ITA;BOG;58250;11558;47577489
ITA;BOG;48900;3732;14833843
ITA;BOG;271020;46603;189476385
ITA;BOG;21200;5088;20746015
ITA;BOG;122750;18958;75139378
ITA;BOG;21900;2998;12098224
ITA;BOG;31780;7538;30074195
ITA;BOG;45600;8178;33642274
ITA;BOG;134240;30592;122057119
ITA;BOG;24960;3420;13662711
ITA;BOG;68660;9225;37024497
ITA;BOG;217820;65071;259624536
ITA;BOG;9920;1593;6313174
ITA;BOG;233440;71114;282706341
ITA;BOG;22800;4377;17397776
ITA;BOG;9900;1937;7698954
ITA;BOG;4825;1206;4897556
ITA;BOG;14525;6266;25114068
ITA;BOG;13300;3192;13015188
ITA;BOG;33200;5224;21300547
ITA;BOG;21925;7916;31767873
JAM;BOG;875;513;2081616
JAM;BOG;1560;754;2999833
JAM;BOG;668;2083;8408457
JAM;BOG;89;286;1153990
JAM;BOG;294;1022;4126977
JAM;BOG;588;630;2590974
JAM;BOG;3660;997;3996675
JAM;BOG;12948;2918;11669187
JAM;BOG;102328;25501;102945956
JAM;BOG;29850;4486;18000092
JAM;BOG;1020;406;1640195
JAM;BOG;475;236;956608
JAM;BOG;2;1517;6122600
JAM;BOG;156;9944;40218607
JPN;BOG;11360;1931;7705276
JPN;BOG;14175;7244;29304680
JPN;BOG;7;51;205160
JPN;BOG;35610;24705;100549827
JPN;BOG;47505;27674;110032224
JPN;BOG;23615;12870;52026777
JPN;BOG;24800;10109;40813165
JPN;BOG;45850;8253;33053760
JPN;BOG;170900;31527;127065406
JPN;BOG;40960;6288;24922928
JPN;BOG;380;2916;11855844
JPN;BOG;213284;42260;169077296
JPN;BOG;151800;28965;117350543
JPN;BOG;107750;18826;76239523
JPN;BOG;96950;17517;70320432
JPN;BOG;32280;5516;21937840
JPN;BOG;4375;789;3137340
JPN;BOG;82775;14643;58847518
JPN;BOG;1118378;202183;811202849
JPN;BOG;151300;26060;105996377
JPN;BOG;12084;4741;19503956
JPN;BOG;102995;17589;70191937
JPN;BOG;332240;57578;229617563
JPN;BOG;53800;7743;30879702
JPN;BOG;189700;33811;135415084
JPN;BOG;468650;80092;322638286
JPN;BOG;12730;1400;5693326
JPN;BOG;667;5324;21647282
JPN;BOG;1034061;187902;758968710
JPN;BOG;1051360;186298;753854880
JPN;BOG;22200;8436;33548622
JPN;BOG;115210;20920;83822286
JPN;BOG;297705;49651;198812246
JPN;BOG;27840;4775;19482492
JPN;BOG;159550;27152;108234685
JPN;BOG;1112260;189980;764827714
JPN;BOG;3700;600;2385611
JPN;BOG;109600;18632;76721173
JPN;BOG;110880;44433;178437770
JPN;BOG;1842104;358338;1423318422
JPN;BOG;1424530;266217;1093026347
JPN;BOG;21280;11138;45075092
JPN;BOG;1892;1331;5292435
JPN;BOG;6320;1397;5660448
JPN;BOG;98855;17414;69515811
JPN;BOG;136510;23137;92060096
JPN;BOG;32228;50884;206870062
JPN;BOG;9441;20425;83042948
JPN;BOG;72;54244;216426715
JPN;BOG;14099;7320;29231596
JPN;BOG;1022;180;729278
JPN;BOG;95200;15174;61519743
JPN;BOG;57300;9122;36993054
JPN;BOG;626;17825;73378217
JPN;BOG;29440;8303;33519981
JPN;BOG;20720;4360;17602148
JPN;BOG;341750;51632;206445797
JPN;BOG;466850;69728;279799743
JPN;BOG;177850;34236;137847807
JPN;BOG;112724;23215;93353104
JPN;BOG;19920;3700;14937199
JPN;BOG;21520;8558;34503885
JPN;BOG;138809;22383;89101088
JPN;BOG;2688;4086;16588798
JPN;BOG;129963;22697;91419409
JPN;BOG;205907;43291;174839720
JPN;BOG;66360;9954;40430807
JPN;BOG;29045;8499;34247301
JPN;BOG;125750;21936;87283239
JPN;BOG;46212;8726;35919564
JPN;BOG;2713;14400;59278896
JPN;BOG;87200;14418;58935998
JPN;BOG;70940;10384;42536917
JPN;BOG;769350;132153;530714584
JPN;BOG;2133340;353790;1417057601
JPN;BOG;190920;28207;116114966
JPN;BOG;24050;3428;13636367
JPN;BOG;136250;18826;75586430
JPN;BOG;10052;15279;62035194
JPN;BOG;5534;16049;65159723
JPN;BOG;2527420;458981;1843124106
JPN;BOG;2309655;405777;1626625656
JPN;BOG;3560;766;3051523
JPN;BOG;65200;12425;49560351
JPN;BOG;1521;3292;13183576
JPN;BOG;12860;4957;19662752
JPN;BOG;87400;14532;57847096
JPN;BOG;897;4320;17783669
JPN;BOG;1390;14;54457
JPN;BOG;4965;3187;12956738
JPN;BOG;46470;8601;34996971
JPN;BOG;22640;7000;28094499
KAZ;BOG;20214;14423;58897150
KAZ;BOG;35956;25050;101287837
KAZ;BOG;10415;6574;26901872
KAZ;BOG;24384;19054;77457203
KAZ;BOG;14475;12265;49776448
KAZ;BOG;15374;12126;49356744
KAZ;BOG;72421;55251;224229063
KAZ;BOG;17546;15189;61998504
KAZ;BOG;14220;10484;42216679
KAZ;BOG;31081;26871;110324353
KAZ;BOG;23725;16103;65520994
KAZ;BOG;33250;13860;54936071
KAZ;BOG;13760;4821;19107578
KAZ;BOG;3550;568;2248013
KAZ;BOG;36975;12324;50434898
KAZ;BOG;113300;20648;84394080
KAZ;BOG;980;913;3759469
KAZ;BOG;105610;39254;160622090
KAZ;BOG;44500;7725;30736498
KAZ;BOG;854214;156431;622999379
KAZ;BOG;64472;31922;129180379
KAZ;BOG;813;122;495823
KAZ;BOG;5226;10026;40748763
KAZ;BOG;14480;2574;10429652
KAZ;BOG;58600;9778;39497555
KAZ;BOG;50585;14151;56567446
KAZ;BOG;159200;29419;117649019
KAZ;BOG;47978;17373;70180012
KAZ;BOG;2271;2064;8300850
KAZ;BOG;9525;2557;10133858
KAZ;BOG;5720;1355;5371430
KAZ;BOG;108950;51356;211469156
KAZ;BOG;31150;11430;45236797
KAZ;BOG;62260;16826;66595021
KAZ;BOG;34575;10421;42647030
KAZ;BOG;145200;25003;101146060
KAZ;BOG;137818;38050;153353472
KAZ;BOG;1923;1946;7915561
KAZ;BOG;975;7;27910
KAZ;BOG;12825;4233;17323856
KAZ;BOG;9950;3707;15170267
KAZ;BOG;12900;2290;9328306
KAZ;BOG;45550;8110;33021720
KAZ;BOG;68830;24096;98608702
KAZ;BOG;191100;23347;94423151
KAZ;BOG;105330;29206;117855698
KAZ;BOG;16100;6454;26367465
KAZ;BOG;27700;4930;20099740
KAZ;BOG;38950;10914;44663731
KAZ;BOG;63900;10503;42648714
KAZ;BOG;66928;39506;159713287
KAZ;BOG;9350;1430;5771163
KAZ;BOG;16300;2175;8780888
KAZ;BOG;156490;21413;84802233
KAZ;BOG;182750;28770;115897890
KAZ;BOG;28250;4256;17265769
KAZ;BOG;482465;71033;288013157
KAZ;BOG;52750;14024;56003666
KAZ;BOG;1273;4723;18719267
KAZ;BOG;5680;852;3376962
KAZ;BOG;69000;10773;42823645
KAZ;BOG;14600;2278;9219317
KAZ;BOG;22183;18452;75462164
KAZ;BOG;45400;7257;28847824
KAZ;BOG;10940;1641;6504218
KAZ;BOG;3450;452;1829698
KAZ;BOG;28900;4632;18744392
KAZ;BOG;42250;6209;25190027
KAZ;BOG;541940;73732;299205723
KAZ;BOG;100525;37663;149950950
KAZ;BOG;35308;7638;30338790
KAZ;BOG;15700;2011;8154177
KAZ;BOG;206325;25764;104529060
KAZ;BOG;13194;2896;11818524
KAZ;BOG;24075;3749;14951474
KAZ;BOG;222830;35150;140372776
KAZ;BOG;24700;7169;28774085
KAZ;BOG;47335;7459;29648623
KAZ;BOG;8932;5001;19836988
KAZ;BOG;4070;2216;8773179
KAZ;BOG;3730;1443;5731728
KAZ;BOG;52000;7332;29673411
KAZ;BOG;12888;13811;56518351
KEN;BOG;4836;3139;12844187
KGZ;BOG;11605;9710;39589536
KGZ;BOG;740;792;3228517
KGZ;BOG;857;2491;10128696
KGZ;BOG;2770;2966;12211069
KGZ;BOG;19150;3064;12271504
KWT;BOG;8713;4617;18641678
KWT;BOG;5910;3154;12909255
KWT;BOG;18320;11624;46227186
KWT;BOG;1960;5880;23738677
KWT;BOG;3;1;2446
KWT;BOG;2129;3552;14340099
KWT;BOG;1540;5529;22502664
KWT;BOG;112;492;2007402
KWT;BOG;45200;6610;26751397
KWT;BOG;70950;16822;66756435
KWT;BOG;886;5959;23690691
KWT;BOG;3042;26910;107516128
