DESTINO;ORIGEM;CANTIDAD;FOBDOL;FOBPES
USA;AXM;84;111249;440089316
PAN;AXM;10;8120;32122972
DEU;BOG;294;1838;7245318
DEU;BOG;195;679;2678303
DEU;BOG;360;1918;7562732
DEU;BOG;60;278;1094191
DEU;BOG;26;131;523725
DEU;BOG;299;1511;6042428
DEU;BOG;12;97;387456
DEU;BOG;3;21;85648
DEU;BOG;25453;13980;55900529
DEU;BOG;8320;21815;85791181
DEU;BOG;2540;1495;5868005
DEU;BOG;40;2;7891
DEU;BOG;36;15;58887
DEU;BOG;31;1500;5998815
DEU;BOG;3700;592;2324056
DEU;BOG;32840;5569;21866888
DEU;BOG;69;110274;436560253
DEU;BOG;1400;252;991013
DEU;BOG;25600;4411;17347441
DEU;BOG;31;2502;9965841
DEU;BOG;10600;1908;7629157
DEU;BOG;81040;14528;57782797
DEU;BOG;50136;13866;55148535
DEU;BOG;2310;372;1496031
DEU;BOG;11830;2096;8432246
DEU;BOG;144;560;2234148
DEU;BOG;1374;6064;24190636
DEU;BOG;405;6055;24119328
DEU;BOG;560;19389;77216692
DEU;BOG;0;22500;89621313
DEU;BOG;11860;7616;30073660
DEU;BOG;216;11475;45403821
DEU;BOG;277;10214;40416088
DEU;BOG;771;14116;55855088
DEU;BOG;47;2640;10444699
DEU;BOG;110;3425;13553130
DEU;BOG;147;33328;133293643
DEU;BOG;440;684;2734061
DEU;BOG;1780;12056;48204037
DEU;BOG;288;214;856878
DEU;BOG;54155;19841;78605491
DEU;BOG;7;383;1499610
DEU;BOG;1;50;195772
DEU;BOG;12420;2236;8845733
DEU;BOG;525;5565;22162612
DEU;BOG;172;1486;5980381
DEU;BOG;5600;1064;4119223
DEU;BOG;8400;1592;6163348
DEU;BOG;5680;966;3860961
DEU;BOG;17160;3256;13019149
DEU;BOG;75940;13993;54935836
DEU;BOG;13410;2426;9574007
DEU;BOG;99968;18204;73079992
DEU;BOG;17163;18415;72847609
DEU;BOG;19280;2668;10536126
DEU;BOG;51040;7528;29616256
DEU;BOG;3660;659;2634218
DEU;BOG;20020;5137;20540346
DEU;BOG;1800;917;3628349
DEU;BOG;84;135475;548026180
DEU;BOG;7100;2767;10860800
DEU;BOG;2160;9490;36269726
DEU;BOG;6;22;88718
DEU;BOG;9400;42159;163199624
DEU;BOG;3200;800;3192704
DEU;BOG;21;112;449191
DEU;BOG;108;470;1887292
DEU;BOG;38;110;437837
DEU;BOG;50;438;1760154
DEU;BOG;35;181;726592
DEU;BOG;32;207;833086
DEU;BOG;388;2683;10766905
DEU;BOG;385;2231;8923975
DEU;BOG;29;243;971638
DEU;BOG;37;164855;648305433
DEU;BOG;98;11632;46526153
DEU;BOG;82;4363;17453127
DEU;BOG;465;25101;98710762
DEU;BOG;2;5;19224
DEU;BOG;8460;1354;5354679
DEU;BOG;87120;16499;65516123
DEU;BOG;4080;555;2195527
DEU;BOG;6800;925;3659212
DEU;BOG;15300;3825;15265116
DEU;BOG;24140;6035;24084961
DEU;BOG;4200;672;2658351
DEU;BOG;48160;7706;30482429
DEU;BOG;17700;4386;17504560
DEU;BOG;2400;707;2738393
DEU;BOG;985;6163;24194521
DEU;BOG;150;679;2628327
DEU;BOG;22900;3294;12929203
DEU;BOG;2898;2648878;10476910283
DEU;BOG;307;25974;103458338
DEU;BOG;1970685;11658;46612950
DEU;BOG;322;10299;41024214
DEU;BOG;675500;3152;12396192
ARM;BOG;2000;340;1367891
ARM;BOG;67;158;631365
ARM;BOG;1214;3656;14617753
ARM;BOG;147;323;1290319
ARM;BOG;400;74;294705
ARM;BOG;3550;607;2428776
ARM;BOG;9440;2926;11678911
ARM;BOG;800;140;557550
ARM;BOG;4190;770;3093280
ARM;BOG;35450;5939;23789197
ARM;BOG;1885;401;1611698
ARM;BOG;250;25;98919
ARM;BOG;350;63;251906
ARM;BOG;6050;992;3969911
ARM;BOG;4000;220;876293
ABW;BOG;13972;4318;17227122
ABW;BOG;3425;911;3603609
ABW;BOG;1548;435;1739752
ABW;BOG;258;40;158141
ABW;BOG;3502;587;2332124
ABW;BOG;516;119;474463
ABW;BOG;18060;4569;18270552
ABW;BOG;289;2769;11071194
ABW;BOG;130;1067;4221834
ABW;BOG;80;86;344548
ABW;BOG;70;206;829666
ABW;BOG;90;2271;8952728
ABW;BOG;54;1218;4803399
ABW;BOG;159;4085;16108894
ABW;BOG;58;1749;6894506
ABW;BOG;337;9732;38374751
ABW;BOG;148;2788;10994469
ABW;BOG;2325;744;2925847
ABW;BOG;1296;569;2237250
ABW;BOG;5380;2389;9553240
ABW;BOG;2018;597;2388270
ABW;BOG;1345;448;1791213
ABW;BOG;336;119;477662
ABW;BOG;8743;2258;9027836
ABW;BOG;0;35;139410
ABW;BOG;32;358;1369823
ABW;BOG;13;93;355451
ABW;BOG;680;190;749964
ABW;BOG;1040;273;1075659
ABW;BOG;710;213;839865
ABW;BOG;370;358;1412590
ABW;BOG;1718;1216;4793423
ABW;BOG;198;2403;9475022
ABW;BOG;84;183;722070
ABW;BOG;204;444;1732284
ABW;BOG;188;717;2860507
ABW;BOG;79;416;1660850
ABW;BOG;10;54;214638
ABW;BOG;1571;7530;30041391
ABW;BOG;30;61;245200
ABW;BOG;447;345413;1356311290
BIH;BOG;1600;272;1087976
BIH;BOG;32960;9098;36378444
BIH;BOG;9900;1188;4750230
AIA;BOG;2;1481;5734430
ATG;BOG;259;17825;70528456
ATG;BOG;396;10396;41136218
ATG;BOG;210;3873;15323344
ATG;BOG;276;9199;36399027
SAU;BOG;11;3044;12044377
SAU;BOG;5500;860;3367191
SAU;BOG;30001;24099;95375675
SAU;BOG;319;2526;9920736
SAU;BOG;2088;1421;5684310
SAU;BOG;23307;18140;72069744
SAU;BOG;2205;1377;5392645
SAU;BOG;4;11208;44192140
SAU;BOG;53;68634;271507868
SAU;BOG;3750;1395;5579874
SAU;BOG;1560;1474;5897867
SAU;BOG;500;150;599986
SAU;BOG;109;1630;6519853
SAU;BOG;2846;10472;41705258
SAU;BOG;3960;18596;71075453
SAU;BOG;180;2466;9862594
SAU;BOG;44004;220790;863959006
SAU;BOG;12960;32374;128949701
SAU;BOG;238;1078;4180295
SAU;BOG;164;877;3400893
SAU;BOG;328;716;2770827
SAU;BOG;138;373;1447143
SAU;BOG;398;1592;6176460
SAU;BOG;44;147;560848
SAU;BOG;4288;17672;70501333
SAU;BOG;1577;22374;87647637
SAU;BOG;1276;3412;13208807
SAU;BOG;600;156;613484
SAU;BOG;5;1160;4541899
SAU;BOG;3797;8480;33200967
ARG;BOG;21710;7235;28934276
ARG;BOG;184;368;1471452
ARG;BOG;20971;3054;12211450
ARG;BOG;3800;1000;4023210
ARG;BOG;1;105;411742
ARG;BOG;75;2238;8927815
ARG;BOG;1043;23072;89322482
ARG;BOG;900;54;215920
ARG;BOG;623;5700;23057754
ARG;BOG;9;89;358285
ARG;BOG;9;3545;13940088
ARG;BOG;591;490;1930981
ARG;BOG;8;206;810279
ARG;BOG;237;923;3692157
ARG;BOG;2155;1844781;7224103382
AUS;BOG;137680;23242;91240901
AUS;BOG;11680;3270;13039787
AUS;BOG;5200;728;2857961
AUS;BOG;9450;5202;20594989
AUS;BOG;3965;2657;10580308
AUS;BOG;126304;8484;33793443
AUS;BOG;12100;4114;16551486
AUS;BOG;577600;107499;430157783
AUS;BOG;4858;6431;25438998
AUS;BOG;65120;11695;45992427
AUS;BOG;4020;724;2862475
AUS;BOG;300;94;378228
AUS;BOG;632;12954;52401133
AUS;BOG;445;6246;25265190
AUS;BOG;5320;958;3814264
AUS;BOG;31100;5586;21967448
AUS;BOG;56150;14827;59058165
AUS;BOG;340000;69560;277067914
AUS;BOG;46;19;75972
AUS;BOG;11;5016;19726147
AUS;BOG;3650;1076;4301903
AUS;BOG;31800;6746;26981393
AUS;BOG;252980;49729;198799227
AUS;BOG;175;918;3552055
AUS;BOG;48;7222;28476563
AUS;BOG;23;2539;10012142
AUS;BOG;78;697;2820327
AUS;BOG;22260;3339;13211622
AUS;BOG;28250;6808;26959594
AUS;BOG;420;694;2753316
AUS;BOG;750;1328;5251431
AUS;BOG;19800;2844;11297557
AUS;BOG;45;90;357809
AUS;BOG;61;684;2705822
AUS;BOG;7150;1287;5091218
AUS;BOG;43500;14495;57735759
AUS;BOG;319070;72546;288957086
AUS;BOG;110846;40765;159073954
AUS;BOG;26500;5468;21861853
AUS;BOG;63500;12575;50079938
AUS;BOG;2448;6289;24732845
AUS;BOG;961;6418;25392507
AUS;BOG;24075;5290;20642338
AUS;BOG;26850;5997;23883052
AUS;BOG;2600;840;3345300
AUS;BOG;28660;6893;27065102
AUS;BOG;131;8372;33400393
AUS;BOG;168;913;3512119
AUS;BOG;422;11356;44006500
AUS;BOG;25;164;652134
AUS;BOG;303;3187;12509041
AUS;BOG;277;329;1312366
AUS;BOG;1489;42292;166689269
AUS;BOG;22;301;1199937
AUS;BOG;673;13947;55071854
AUS;BOG;4147;54352;215108573
AUS;BOG;310;4727;18589353
AUS;BOG;120;993;3960825
AUS;BOG;273;2988;11922611
AUT;BOG;324;751;2992052
AUT;BOG;56;209;831148
AUT;BOG;7520;1278;4949262
AUT;BOG;24480;4182;16191178
AUT;BOG;16000;2603;10302147
AUT;BOG;63200;10794;42766885
AZE;BOG;5080;3509;13881455
AZE;BOG;1776;1587;6280328
AZE;BOG;2532;2217;8866256
AZE;BOG;52300;8019;32075278
AZE;BOG;7200;1005;4004818
AZE;BOG;50900;7356;29300529
BHS;BOG;775;202;806886
BHS;BOG;222;4498;17797467
BHS;BOG;24;1340;5335754
BHS;BOG;51;1335;5317354
BHS;BOG;32;1120;4404501
BHR;BOG;732;402;1589668
BHR;BOG;3312;2170;8680763
BHR;BOG;3605;2105;8397604
BHR;BOG;240;67;268098
BHR;BOG;27;73;289854
BHR;BOG;102;256;1020762
BHR;BOG;4;22;87191
BHR;BOG;11000;1320;5266206
BHR;BOG;2930;900;3586392
BHR;BOG;14125;3531;13826362
BHR;BOG;13045;2692;10763323
BHR;BOG;6696;4350;17152575
BHR;BOG;407;1504;5931066
BHR;BOG;28;212;835922
BRB;BOG;16;2889;11486898
BRB;BOG;448;32266;128355689
BRB;BOG;3889;61076;243153546
BRB;BOG;3511;47030;187326708
BRB;BOG;1;1018;3941949
BEL;BOG;544;15917;62321860
BEL;BOG;88;2659;10589842
BEL;BOG;364;2458;9832579
BEL;BOG;320;956;3823914
BEL;BOG;433;3533;14131042
BEL;BOG;11880;16368;64654664
BEL;BOG;16350;2971;11663463
BEL;BOG;656;5576;21438661
BEL;BOG;42;65102;260372492
BEL;BOG;58;5440;21668336
BEL;BOG;163;6673;25654956
BEL;BOG;1323;7173;27578015
BEL;BOG;162300;52501;211222548
BEL;BOG;1200;15708;62823046
BEL;BOG;86895;17038;66961003
BLZ;BOG;2;216;845733
BLZ;BOG;930;19784;77635944
BLZ;BOG;10;310;1213783
BMU;BOG;20;785;3099525
BMU;BOG;42;2383;9410003
BMU;BOG;100;626;2471549
BMU;BOG;49;2808;11087105
BMU;BOG;169;3366;13292405
BLR;BOG;3384;3370;13336260
BLR;BOG;26270;26325;104161232
BLR;BOG;69500;23706;94821986
BLR;BOG;7400;1417;5667872
BLR;BOG;38550;7553;30213280
BLR;BOG;7700;2834;11286256
BLR;BOG;3000;570;2270395
BLR;BOG;640;235;936837
BLR;BOG;9600;3294;13177703
BLR;BOG;12800;2432;9727781
BLR;BOG;53250;17739;70954443
BLR;BOG;85150;16342;65368529
BLR;BOG;8000;1440;5662930
BLR;BOG;53200;9300;36573048
BLR;BOG;1024;3226;12897594
BLR;BOG;11250;1462;5849868
BLR;BOG;8875;2537;10145739
BLR;BOG;10800;1469;5811689
BLR;BOG;140;38;147425
BLR;BOG;314;474;1836809
BLR;BOG;655;345;1337509
BOL;BOG;706;17528;69208588
BOL;BOG;121;5555;21933232
BOL;BOG;14;95;383406
BOL;BOG;639;2347;9495992
BOL;BOG;835;10996;44481320
BOL;BOG;13;45;181428
BOL;BOG;95;377;1525695
BOL;BOG;80000;2328;8950718
BOL;BOG;200;31000;121378330
BOL;BOG;28;2009;7724223
BOL;BOG;435;951;3769044
BOL;BOG;5601;12603;50154189
BOL;BOG;494;1234;4872182
BOL;BOG;395;741;2945285
BOL;BOG;27;60;236281
BOL;BOG;161;307;1212138
BOL;BOG;400;763;3029381
BOL;BOG;184;336;1327381
BOL;BOG;74;161;639423
BOL;BOG;78;184;724557
BOL;BOG;6;84;335979
BOL;BOG;126;1259;5014621
BOL;BOG;18;201;799640
BOL;BOG;94;9606;38860204
BOL;BOG;1003;3662;14337052
BOL;BOG;636;51348;206100053
BOL;BOG;384;28678;115121381
BOL;BOG;38400;2843;11246725
BOL;BOG;383;8713;35245840
BOL;BOG;1150;72025;287788938
BOL;BOG;33;2533;9960307
BOL;BOG;275;27200;109671316
BOL;BOG;114;2810;11165181
BOL;BOG;2715;100936;401167253
BOL;BOG;1614;57714;228690124
BOL;BOG;54;1321;5273708
BOL;BOG;58;4402;17312048
BOL;BOG;44;3352;13182042
BOL;BOG;3461;153237;608459777
BOL;BOG;74;674;2684324
BOL;BOG;1489;10860;43255097
BOL;BOG;6;236;925608
BOL;BOG;104;3680;14657992
BOL;BOG;458;7665;30322334
BOL;BOG;29;128;503387
BOL;BOG;243;1679;6617397
BOL;BOG;166;999;3859476
BOL;BOG;342;1189;4663798
BOL;BOG;214;915;3571236
BOL;BOG;638;1608;6333170
BOL;BOG;103;322;1289545
BOL;BOG;125;390;1558387
BOL;BOG;1587;3779;14976846
BOL;BOG;449;1560;6208747
BOL;BOG;249;775;3078565
BOL;BOG;73;337;1346218
BOL;BOG;248;2188;8509241
BOL;BOG;92;317;1239109
BOL;BOG;402;1598;6219736
BOL;BOG;33;221;850434
BOL;BOG;142;456;1823580
BOL;BOG;54;4708;18692639
BOL;BOG;7;16;62735
BOL;BOG;5;12;48873
BOL;BOG;107;16588;67102150
BOL;BOG;112;5676;22460073
BOL;BOG;109;11032;44627919
BOL;BOG;125;5328;21316543
BOL;BOG;13;6446;26074194
BOL;BOG;546;12519;50364635
BOL;BOG;7;607;2428294
BOL;BOG;15;94;376746
BOL;BOG;143;401;1603092
BOL;BOG;227;482;1927365
BOL;BOG;14;364;1464448
BOL;BOG;33680;3180;12719067
BOL;BOG;206;11580;46124638
BOL;BOG;34;258;1045285
BOL;BOG;97;648;2621141
BOL;BOG;59;322;1302399
BOL;BOG;81;236;954025
BOL;BOG;634;1349;5457366
BOL;BOG;253;792;3204097
BOL;BOG;9;94;378633
BOL;BOG;93;458;1853641
BOL;BOG;66;635;2567906
BOL;BOG;65;270;1091198
BOL;BOG;19;1591;6434772
BOL;BOG;130;1434;5479291
BOL;BOG;92;651;2488155
BOL;BOG;233;11784;45619231
BOL;BOG;838;4014;15987209
BOL;BOG;174;411;1638269
BOL;BOG;559;1536;6127350
BOL;BOG;1356;8520;32986612
BOL;BOG;729;5365;21404295
BOL;BOG;17;124;480834
BOL;BOG;1233;10161;40184315
BOL;BOG;67;2285;9025853
BOL;BOG;7;188;742543
BOL;BOG;334;4455;17593784
BOL;BOG;110;347;1373482
BOL;BOG;246;1029;4070007
BOL;BOG;25;490;1946827
BOL;BOG;264;5673;22447405
BOL;BOG;23;485;1920136
BOL;BOG;27;569;2250130
BOL;BOG;1586;33354;131960191
BOL;BOG;194;362;1428108
BOL;BOG;9;45;177171
BOL;BOG;68;1418;5608945
BOL;BOG;262;15668;61993408
BOL;BOG;10;95;373176
BOL;BOG;1;27;107545
BOL;BOG;10;361;1428232
BOL;BOG;888;116867;462415225
BOL;BOG;319;7057;27632286
BOL;BOG;367;5276;20848567
BOL;BOG;292;6095;24115186
BOL;BOG;1;36;143016
BOL;BOG;117;2440;9653307
BOL;BOG;16;1522;6014571
BOL;BOG;2;36;142345
BOL;BOG;5;278;1095917
BOL;BOG;58;2073;8025709
BOL;BOG;33;405;1600106
BOL;BOG;518;3851;14718715
BOL;BOG;1207;9358;37276190
BOL;BOG;322;6133;24181814
BOL;BOG;681;521853;2047628551
BOL;BOG;132;2748;10759602
BOL;BOG;242;8712;34111226
BOL;BUN;11230;92531;366032996
BOL;BUN;210;8972;35481176
BOL;BUN;779;19356;76320382
BOL;BUN;15;390;1543335
BOL;BUN;3244;20564;81260218
BOL;BUN;56;200;787864
BOL;BUN;463;1600;6265510
BOL;BUN;155;886;3489929
BOL;BUN;299;12018;47329465
BOL;BUN;41;1029;4034470
BOL;BUN;18;470;1880198
BOL;BUN;4409;22325;88024948
BOL;BUN;637;1887;7416984
BOL;BUN;661;8612;33804060
BOL;BUN;1322;5180;20656637
BOL;BUN;49;572;2283440
BOL;BUN;11;264;1035240
BOL;BUN;4;336;1323534
BOL;BUN;3;86;339626
BOL;BUN;20;158;631746
BRA;BOG;205;1142;4483229
BRA;BOG;182500;7858;30894755
BRA;BOG;31;63418;252563181
BRA;BOG;38725;14824;59638053
BRA;BOG;21675;7646;29221483
BRA;BOG;41700;1460;5813407
BRA;BOG;4300;1272;5054709
BRA;BOG;31680;3168;12643108
BRA;BOG;5496;23762;92508140
BRA;BOG;474;158400;621841968
BRA;BOG;26100;4327;16942849
BRA;BOG;78;213;843394
BRA;BOG;3518;10851;42926045
BRA;BOG;1882;9598;38229039
BRA;BOG;361000;40853;164360198
BRA;BOG;584;24628;95346071
BRA;BOG;2066;87128;337311696
BRA;BOG;68;2510;9650166
BRA;BOG;1536;5963;23545420
BRA;BOG;28935;20541;81804254
BRA;BOG;1;33;130900
BRA;BOG;60;2592;10363058
BRA;BOG;4;1546;6115790
BRA;BOG;53;1359;5377188
BRA;BOG;7000;1249;4996058
BRA;BOG;13;385;1522935
BRA;BOG;19;168;664588
BRA;BOG;97;1075;4109468
BRA;BOG;2;259772;992861955
BRA;BOG;22325;8596;34293111
BRA;BOG;932;4219;16809408
BRA;BOG;1842;10522;41929513
BRA;BOG;2902;18069;71961624
BRA;BOG;485;11776;46997920
BRA;BOG;974;4777;18903657
BRA;BOG;292;8984;35923334
BRA;BOG;1650;2832;11325780
BRA;BOG;3266;25464;101817859
BRA;BOG;62;5235;20933559
BRA;BOG;1000;300;1180367
BRA;BOG;119;147529;587628264
BRA;BOG;584;2666;10617345
BRA;BOG;96;298;1185192
BRA;BOG;653;3797;15123146
BRA;BOG;21;80;319874
BRA;BOG;374;241337;945199873
BRA;BOG;196;355;1404650
BRA;BOG;0;120;478829
BRA;BOG;18;282;1103329
BRA;BOG;5201;4218797;16559499733
BRA;BOG;104173;981;3884787
BGR;BOG;55;15054;60207419
CAN;BOG;172;4149;16410495
CAN;BOG;1154;40906;162720635
CAN;BOG;383;10412;41519576
CAN;BOG;415;9799;38778717
CAN;BOG;3201;25999;103955662
CAN;BOG;43;991;3947501
CAN;BOG;41;621;2471748
CAN;BOG;114;2084;8290286
CAN;BOG;4245;2555;10114294
CAN;BOG;15500;3410;13351616
CAN;BOG;8357;1815;7233226
CAN;BOG;964;1312;5196769
CAN;BOG;4130;917;3628313
CAN;BOG;16083;8836;35030769
CAN;BOG;4456;960;3822662
CAN;BOG;524;2836;11252939
CAN;BOG;3096;25192;100734622
CAN;BOG;1007;7330;29311497
CAN;BOG;819;3174;12697314
CAN;BOG;1994;9728;38909125
CAN;BOG;55;343;1372538
CAN;BOG;2540;12551;50185381
CAN;BOG;1439;7560;30210956
CAN;BOG;16222;77312;308827382
CAN;BOG;1098;10172;39829438
CAN;BOG;2181;16592;64966381
CAN;BOG;1477;753;2957165
CAN;BOG;35156;9904;39431915
CAN;BOG;18344;2980;11878012
CAN;BOG;4920;1174;4643654
CAN;BOG;20976;7160;28486271
CAN;BOG;7250;1121;4400788
CAN;BOG;22175;3570;14016962
CAN;BOG;12525;49215;194329212
CAN;BOG;325;162;642974
CAN;BOG;1244;1600;6355538
CAN;BOG;17840;2855;11345932
CAN;BOG;115070;10810;42754230
CAN;BOG;741;1325;5331156
CAN;BOG;12716;65279;258288738
CAN;BOG;174975;47471;186848822
CAN;BOG;120006;18500;73692697
CAN;BOG;135077;21067;83928084
CAN;BOG;1569;408;1631152
CAN;BOG;28840;6922;27847050
CAN;BOG;72190;11323;45135764
CAN;BOG;27364;6938;27791148
CAN;BOG;30800;8263;33245112
CAN;BOG;12914;3089;12323281
CAN;BOG;487;2370;9535008
CAN;BOG;10520;1157;4627076
CAN;BOG;9650;2606;10421766
CAN;BOG;950;5818;23269876
CAN;BOG;275400;82809;331226335
CAN;BOG;1250;212;834226
CAN;BOG;5580;932;3657247
CAN;BOG;2290;730;2918384
CAN;BOG;2040;396;1582174
CAN;BOG;1432;552;2209285
CAN;BOG;105;472;1889731
CAN;BOG;301;1942;7764973
CAN;BOG;205;1454;5792546
CAN;BOG;7554;32400;129031009
CAN;BOG;298;3239;12898415
CAN;BOG;668;2631;10499887
CAN;BOG;126;461;1843257
CAN;BOG;3045;9948;39685165
CAN;BOG;68050;13771;55249391
CAN;BOG;84180;12697;51033652
CAN;BOG;125123;18061;72252273
CAN;BOG;264;499;1952703
CAN;BOG;6420;1798;7232122
CAN;BOG;762;2896;11457115
CAN;BOG;26055;12767;50898195
CAN;BOG;1582;13570;52535576
CAN;BOG;86867;32226;128891063
CAN;BOG;13418;2078;8282208
CAN;BOG;31871;6145;24504003
CAN;BOG;7413;1436;5741181
CAN;BOG;10730;2268;8980468
CAN;BOG;2667;1378;5530393
CAN;BOG;3686;900;3588681
CAN;BOG;612;1225;4898175
CAN;BOG;7446;38907;155346509
CAN;BOG;4047;14822;58908599
CAN;BOG;622;2874;11401782
CAN;BOG;1314;5956;23740989
CAN;BOG;12972;23443;93734334
CAN;BOG;170;594;2362999
CAN;BOG;304;1515;6025752
CAN;BOG;8995;38478;149173200
CAN;BOG;26;141;555967
CAN;BOG;6381;11454;45800693
CAN;BOG;700;5390;21469178
CAN;BOG;6121;17025;68493581
CAN;BOG;4533;10381;41665939
CAN;BOG;39;676;2702993
CAN;BOG;1114;3887;15614171
CAN;BOG;1843;5271;21074387
CAN;BOG;124;263;1059794
CAN;BOG;224;1165;4659095
CAN;BOG;884;3273;13092305
CAN;BOG;6553;4880;19452723
CAN;BOG;29;1434;5514765
CAN;BOG;8361;968;3720123
CAN;BOG;17400;1375;5286306
CAN;BOG;6000;663;2548725
CAN;BOG;0;472;1814558
CAN;BOG;15456;2057;8226095
CAN;BOG;1300;8;33824
CAN;BOG;9050;1448;5776868
CAN;BOG;90425;23486;93719630
CAN;BOG;130925;20197;80602993
CAN;BOG;9808;34742;138606542
CAN;BOG;97500;6825;26422646
CAN;BOG;184639;51099;204148768
CAN;BOG;402740;54220;213899430
CAN;BOG;685575;97339;384896685
CAN;BOG;3602;547;2177668
CAN;BOG;34700;9750;38985962
CAN;BOG;9950;1864;7360079
CAN;BOG;9750;1758;7072803
CAN;BOG;1704;442;1767108
CAN;BOG;1900;418;1671762
CAN;BOG;8280;1819;7252529
CAN;BOG;2300;922;3687474
CAN;BOG;3450;734;2900203
CAN;BOG;1740;1464;5867438
CAN;BOG;4550;514;2055234
CAN;BOG;682;4195;16732335
CAN;BOG;270;1540;6155906
CAN;BOG;68325;17428;69744541
CAN;BOG;55700;8736;35088154
CAN;BOG;208394;29879;119194446
CAN;BOG;1160;2087;8208937
CAN;BOG;18050;5332;21390321
CAN;BOG;1956;5531;21879181
CAN;BOG;322994;88998;354144546
CAN;BOG;53043;5354;21302307
CAN;BOG;280;39;156742
CAN;BOG;14229;14303;57063531
CAN;BOG;1620;3894;15570198
CAN;BOG;294881;91545;363717844
CAN;BOG;1536;1134;4527824
CAN;BOG;184602;126277;504074469
CAN;BOG;490;22070;87306272
CAN;BOG;6;2308;9132202
CAN;BOG;8;15172;60031963
CAN;BOG;36;562;2223303
CAN;BOG;24576;151101;593189500
CAN;BOG;383;2591;10465896
CAN;BOG;947;3500;13800605
CAN;BOG;480;86;345471
CAN;BOG;102100;10210;40824787
CAN;BOG;4275;914;3586976
CAN;BOG;9390;62256;248930039
CAN;BOG;2080;536;2143312
CAN;BOG;1080;275;1107992
CAN;BOG;27088;6683;26400095
CAN;BOG;188496;19031;76096843
CAN;BOG;113248;11325;45282326
CAN;BOG;1420;2660;10417593
CAN;BOG;2492;5383;21075663
CAN;BOG;1050;3770;14759213
CAN;BOG;2250;315;1233360
CAN;BOG;1322;1990;7956235
CAN;BOG;16405;20211;79133022
CAN;BOG;840;176;692506
CAN;BOG;18180;4563;18241008
CAN;BOG;25300;3865;15323623
CAN;BOG;85430;10483;41426850
CAN;BOG;36565;11163;44455931
CAN;BOG;30100;15284;61827142
CAN;BOG;2500;375;1516958
CAN;BOG;10401;6486;25924931
CAN;BOG;5376;1668;6445776
CAN;BOG;36260;5470;21667484
CAN;BOG;4872;9815;38833133
CAN;BOG;381;3189;12612358
CAN;BOG;27300;2730;10915932
CAN;BOG;56656;5666;22653958
CAN;BOG;3137;2495;9810829
CAN;BOG;25500;3620;14320286
CAN;BOG;14750;2340;9256759
CAN;BOG;4600;920;3721602
CAN;BOG;290;38;151465
CAN;BOG;3900;1008;3978996
CAN;BOG;34205;8209;32474610
CAN;BOG;1705;2199;8700760
CAN;BOG;1218;2076;8213752
CAN;BOG;6590;12446;49233300
CAN;BOG;257;589;2328154
CAN;BOG;33670;4714;18647227
CAN;BOG;6350;1334;5275166
CAN;BOG;1880;790;3123563
CAN;BOG;10116;5055;19995312
CAN;BOG;1700;688;2714621
CAN;BOG;1237;1326;5146503
CAN;BOG;62850;18268;73072356
CAN;BOG;52020;6915;27518814
CAN;BOG;439720;57208;226838753
CAN;BOG;6850;3497;14146134
CAN;BOG;6720;6367;25141144
CAN;BOG;65509;20118;80354277
CAN;BOG;42780;7602;30072600
CAN;BOG;36305;6959;27560530
CAN;BOG;848;242;954844
CAN;BOG;18850;2660;10225657
CAN;BOG;1565;578;2286575
CAN;BOG;6526;45815;182668528
CAN;BOG;1696;11674;46477623
CAN;BOG;2;1;3990
CAN;BOG;9778;41151;162687367
CAN;BOG;565;1808;7229306
CAN;BOG;4998;29241;116584559
CAN;BOG;1688;7088;28339440
CAN;BOG;5935;24333;96839667
CAN;BOG;1715;5670;22672893
CAN;BOG;2418;14405;57600697
CAN;BOG;7565;45826;182351172
CAN;BOG;887;6250;24835185
CAN;BOG;8504;33205;131694650
CAN;BOG;1451;7962;31700272
CAN;BOG;49496;227721;907297269
CAN;BOG;2471;12775;50537752
CAN;BOG;230;832;3291490
CAN;BOG;10528;33214;131390915
CAN;BOG;750;2122;8215217
CAN;BOG;11200;2016;8060996
CAN;BOG;12550;1255;5018130
CAN;BOG;50375;5038;20142494
CAN;BOG;77625;10213;40440449
CAN;BOG;2640;8448;33779412
CAN;BOG;10940;1118;4425557
CAN;BOG;3134;3159;12478119
CAN;BOG;15810;3851;15297408
CAN;BOG;2257;2465;9758490
CAN;BOG;422549;105146;403084340
CAN;BOG;9221;13679;52334723
CAN;BOG;11400;1516;6061741
CAN;BOG;10046;25280;96926703
CAN;BOG;17159;29585;113307748
CAN;BOG;14675;44226;169264316
CAN;BOG;5187;28527;109030321
CAN;BOG;231480;34549;132201528
CAN;BOG;256221;906056;3464481882
CAN;BOG;333;3724;14402262
CAN;BOG;9222;2712;10433119
CAN;BOG;158;894;3416913
CAN;BOG;183276;46300;185292166
CAN;BOG;323788;47813;189814094
CAN;BOG;557710;79283;315058983
CAN;BOG;8130;2187;8829403
CAN;BOG;8750;2313;9354169
CAN;BOG;1680;1104;4465923
CAN;BOG;15820;2733;10931838
CAN;BOG;20983;36808;147084596
CAN;BOG;223150;19884;79328013
CAN;BOG;323666;94908;373457095
CAN;BOG;21000;1970;7877065
CAN;BOG;72800;10305;40666850
CAN;BOG;67845;10384;39957050
CAN;BOG;26140;8802;35007420
CAN;BOG;6197;42941;169405377
CAN;BOG;1580;10630;42407321
